Position,Height above ground [m],Opening Angle [°],Stalling Angle Left [°],Stalling Angle Right [°],Roll Angle Left [°],Roll Angle Right [°],Speed hor. [km/h],Speed vert. [km/h],Speed resulting [km/h]
34.0,4.1,33.4,2.139,0.816,33.242,-31.206,88.861,-41.168,97.94
35.0,4.2,33.0,1.523,0.192,32.292,-32.455,88.857,-41.978,98.28
36.0,4.2,32.7,0.963,-0.475,31.506,-33.453,88.867,-42.748,98.62
37.0,4.2,32.3,0.453,-1.104,31.109,-34.582,88.814,-43.619,98.952
38.0,4.2,31.9,0.043,-1.827,31.085,-34.177,88.846,-44.305,99.284
39.0,4.3,31.6,-0.329,-2.378,30.84,-34.484,88.835,-45.057,99.613
40.0,4.3,31.3,-0.666,-2.741,30.539,-35.361,88.776,-45.815,99.905
41.0,4.3,31.2,-0.949,-2.895,31.373,-35.15,88.663,-46.121,99.946
42.0,4.3,31.1,-1.216,-3.049,32.212,-34.94,88.654,-46.936,100.316
43.0,4.3,31.2,-1.462,-3.189,32.862,-34.436,88.689,-47.895,100.798
44.0,4.3,31.6,-1.668,-3.29,33.022,-33.168,88.726,-48.678,101.205
45.0,4.3,32.1,-1.932,-3.385,33.623,-32.87,88.72,-49.397,101.547
46.0,4.3,32.6,-2.212,-3.511,34.299,-32.333,88.758,-50.112,101.93
47.0,4.3,32.9,-2.498,-3.681,34.967,-31.216,88.869,-50.837,102.385
48.0,4.3,32.9,-2.719,-3.697,35.087,-30.275,88.823,-51.414,102.634
49.0,4.3,32.6,-2.886,-3.66,35.33,-29.683,88.849,-51.981,102.941
50.0,4.2,32.2,-2.995,-3.576,35.727,-29.35,88.939,-52.536,103.3
51.0,4.2,31.8,-3.003,-3.446,36.427,-28.087,88.899,-53.004,103.505
52.0,4.2,31.3,-3.011,-3.204,37.135,-27.407,88.934,-53.642,103.863
53.0,4.2,30.9,-2.971,-2.88,37.901,-27.014,89.012,-54.344,104.293
54.0,4.2,30.5,-2.618,-2.532,39.017,-25.814,89.02,-54.689,104.48
55.0,4.2,30.6,-2.263,-2.028,40.142,-25.336,89.035,-55.399,104.866
56.0,4.2,30.7,-1.878,-1.442,40.972,-25.246,89.038,-56.185,105.287
57.0,4.2,30.4,-1.377,-0.867,40.482,-25.158,88.972,-56.445,105.372
58.0,4.2,30.3,-0.903,-0.174,40.379,-25.688,88.943,-56.82,105.549
59.0,4.2,30.3,-0.507,0.537,40.375,-26.287,88.886,-57.191,105.701
60.0,4.2,30.3,-0.369,1.111,40.067,-26.04,88.655,-57.34,105.587
61.0,4.2,30.3,-0.229,1.663,39.756,-27.005,88.506,-57.576,105.593
62.0,4.2,30.2,-0.09,2.168,39.446,-28.51,88.452,-57.957,105.758
63.0,4.1,29.5,0.047,2.538,39.142,-30.087,88.61,-58.736,106.318
64.0,4.1,29.2,-0.115,2.788,38.614,-31.169,88.665,-59.389,106.726
65.0,4.1,29.0,-0.402,2.942,37.878,-31.982,88.663,-59.954,107.039
66.0,4.2,29.0,-0.665,2.892,36.634,-32.572,88.599,-60.37,107.219
67.0,4.2,29.0,-0.924,2.84,35.406,-32.853,88.553,-60.765,107.401
68.0,4.2,28.9,-1.181,2.765,34.19,-33.002,88.523,-61.14,107.588
69.0,4.1,28.5,-1.431,2.584,33.005,-33.193,88.538,-61.473,107.793
70.0,4.1,28.4,-1.371,2.331,31.958,-33.17,88.55,-61.748,107.962
71.0,4.1,28.4,-1.098,2.035,31.087,-33.079,88.556,-61.988,108.104
72.0,4.1,28.9,-0.679,1.773,31.366,-33.968,88.493,-62.258,108.208
73.0,4.1,28.8,-0.261,1.41,31.644,-34.725,88.448,-62.44,108.274
74.0,4.1,28.2,0.144,0.97,31.971,-35.383,88.426,-62.604,108.347
75.0,4.1,29.6,0.383,0.519,33.095,-36.06,88.524,-63.526,108.968
76.0,4.1,30.0,0.615,0.028,34.19,-36.231,88.492,-63.759,109.079
77.0,4.0,29.7,0.844,-0.489,35.266,-36.053,88.371,-63.519,108.836
78.0,4.0,29.3,1.072,-1.006,36.341,-35.876,88.25,-63.279,108.595
79.0,4.0,29.2,1.297,-1.53,37.688,-35.696,88.319,-63.875,108.999
80.0,4.0,29.3,1.516,-2.055,39.273,-35.483,88.551,-65.197,109.967
81.0,4.0,29.3,1.633,-2.437,40.697,-34.204,88.526,-65.637,110.209
82.0,4.0,29.1,1.67,-2.703,41.679,-32.823,88.518,-66.023,110.433
83.0,3.9,28.8,1.629,-2.854,42.23,-31.342,88.527,-66.355,110.639
84.0,3.9,29.3,1.588,-2.508,42.789,-30.862,88.452,-66.915,110.921
85.0,3.9,29.2,1.266,-2.151,42.826,-30.426,88.43,-67.181,111.064
86.0,3.9,28.2,0.606,-1.801,42.23,-29.999,88.475,-67.079,111.032
87.0,3.8,28.5,-0.07,-1.257,41.62,-30.222,88.441,-67.483,111.251
88.0,3.8,29.0,-0.747,-0.688,41.008,-30.533,88.396,-67.955,111.505
89.0,3.8,29.5,-1.424,-0.118,40.397,-30.844,88.351,-68.428,111.761
90.0,3.7,30.0,-2.101,0.451,39.786,-31.155,88.306,-68.9,112.019
91.0,3.7,30.5,-2.777,1.02,39.175,-31.465,88.261,-69.372,112.278
92.0,3.7,31.0,-3.453,1.588,38.565,-31.776,88.216,-69.843,112.54
93.0,3.7,31.4,-4.128,2.157,37.955,-32.086,88.171,-70.315,112.803
94.0,3.6,31.6,-4.663,2.718,37.132,-32.393,88.095,-70.341,112.763
95.0,3.6,30.2,-4.632,3.251,35.453,-32.684,87.892,-68.576,111.499
96.0,3.5,29.3,-4.6,3.446,33.719,-33.299,87.971,-68.653,111.604
97.0,3.5,29.0,-4.567,3.374,31.943,-34.17,88.272,-70.18,112.785
98.0,3.5,28.6,-4.535,3.303,30.168,-35.04,88.572,-71.707,113.975
99.0,3.4,28.2,-4.342,3.231,28.758,-35.906,88.42,-71.406,113.667
100.0,3.4,27.7,-3.961,3.16,27.78,-36.768,87.734,-68.95,111.599
101.0,3.3,27.5,-3.586,2.679,26.818,-36.728,87.765,-69.235,111.8
102.0,3.3,27.3,-3.212,2.148,25.858,-36.58,87.881,-69.85,112.274
103.0,3.2,27.0,-2.838,1.618,24.899,-36.433,87.997,-70.464,112.749
104.0,3.1,26.8,-2.464,1.088,23.94,-36.285,88.113,-71.079,113.226
105.0,3.1,26.6,-2.091,0.558,22.981,-36.137,88.23,-71.693,113.703
106.0,3.0,26.4,-1.717,0.028,22.023,-35.989,88.346,-72.306,114.182
107.0,3.0,26.8,-1.607,-0.529,20.702,-35.834,88.071,-72.131,113.849
108.0,2.9,27.9,-1.76,-1.079,19.031,-35.623,87.456,-71.271,112.819
109.0,2.8,28.2,-1.889,-0.955,17.623,-34.438,87.849,-72.557,113.951
110.0,2.7,28.7,-2.156,-0.826,16.378,-33.198,87.988,-73.258,114.516
111.0,2.6,29.9,-2.733,-0.684,15.494,-31.836,87.563,-72.656,113.789
112.0,2.6,30.3,-3.64,-0.745,14.324,-30.512,87.43,-73.027,113.922
113.0,2.5,30.7,-4.632,-0.947,13.08,-29.07,87.405,-73.497,114.205
114.0,2.4,31.5,-5.626,-1.482,11.832,-27.148,87.511,-73.417,114.233
115.0,2.3,32.3,-6.621,-2.017,10.585,-25.226,87.617,-73.336,114.263
116.0,2.2,33.1,-7.598,-2.552,9.328,-23.305,87.718,-73.276,114.301
117.0,2.1,32.3,-8.183,-3.078,7.886,-21.416,87.71,-73.653,114.535
118.0,2.0,31.2,-8.676,-3.929,6.278,-19.577,87.759,-74.014,114.804
119.0,1.8,29.7,-9.047,-5.206,4.452,-17.804,87.881,-74.354,115.117
120.0,1.7,28.3,-9.327,-6.616,2.947,-14.462,88.241,-74.435,115.443
121.0,1.6,26.6,-9.59,-8.049,1.5,-10.961,88.479,-74.47,115.648
122.0,1.5,24.3,-9.858,-9.465,0.02,-8.066,88.084,-74.536,115.388
123.0,1.4,20.9,-10.841,-10.819,-0.711,-5.299,88.887,-74.924,116.252
124.0,1.2,17.0,-12.222,-12.138,-1.025,-2.603,90.358,-75.49,117.747
125.0,1.1,14.7,-13.716,-12.476,-1.365,0.19,89.968,-75.777,117.632
126.0,1.0,12.4,-15.216,-12.768,-1.706,2.989,89.49,-76.05,117.442
127.0,0.9,10.2,-16.716,-13.06,-2.048,5.788,89.012,-76.323,117.254
128.0,0.8,6.7,-19.166,-13.308,-1.602,8.166,90.949,-76.075,118.571
129.0,0.6,3.0,-21.787,-13.548,-1.014,10.469,93.321,-75.734,120.185
130.0,0.4,2.1,-25.035,-17.003,-0.286,9.146,90.903,-78.008,119.786
131.0,0.3,1.5,-28.31,-20.593,0.448,7.671,88.284,-80.392,119.404
132.0,0.1,0.8,-31.588,-24.185,1.183,6.195,85.665,-82.778,119.126
133.0,0.0,4.8,-32.914,-27.128,-1.582,4.987,85.546,-78.166,115.887
0.0,3.1,0.0,-11.0,-11.0,0.0,0.0,87.982,-17.102,89.629
1.0,3.1,2.9,-10.33,-10.327,-1.191,-1.804,88.2,-10.976,88.88
2.0,3.1,5.4,-6.771,-7.706,-0.43,-5.606,88.158,-9.674,88.688
3.0,3.2,7.9,-3.164,-5.058,0.301,-9.318,88.117,-8.414,88.518
4.0,3.2,13.1,1.216,-2.237,-0.974,-6.537,88.099,-9.913,88.655
5.0,3.2,18.2,5.614,0.597,-2.253,-3.745,88.08,-11.418,88.817
6.0,3.3,22.9,9.175,2.984,-2.507,-5.505,88.459,-13.715,89.516
7.0,3.3,27.4,10.691,4.172,-1.82,-9.182,88.563,-15.222,89.862
8.0,3.4,31.5,10.249,4.341,-0.072,-11.838,88.185,-15.528,89.541
9.0,3.4,34.4,9.63,4.877,3.49,-13.811,88.159,-16.684,89.724
10.0,3.4,37.3,9.015,5.41,7.028,-15.77,88.133,-17.833,89.92
11.0,3.5,38.7,8.563,6.269,10.22,-19.873,88.19,-19.419,90.304
12.0,3.5,39.5,8.09,6.631,13.052,-21.329,88.15,-20.608,90.528
13.0,3.6,40.0,7.592,6.689,15.714,-21.117,88.049,-21.533,90.645
14.0,3.6,40.4,7.093,6.522,18.382,-20.709,87.958,-22.376,90.761
15.0,3.7,40.4,6.586,5.658,21.076,-19.768,87.896,-22.99,90.854
16.0,3.7,39.8,6.012,5.22,23.198,-21.87,87.863,-24.296,91.162
17.0,3.8,39.6,5.381,4.264,25.024,-21.791,87.889,-25.191,91.43
18.0,3.8,39.3,4.749,3.435,26.517,-22.14,87.88,-26.25,91.718
19.0,3.8,39.2,4.198,2.802,27.411,-22.691,87.831,-27.413,92.011
20.0,3.9,39.2,3.789,2.177,27.482,-22.156,87.778,-28.377,92.252
21.0,3.9,39.2,3.379,1.55,27.553,-21.619,87.724,-29.343,92.503
22.0,3.9,39.0,3.229,1.073,27.779,-20.308,87.688,-30.128,92.721
23.0,3.9,38.6,3.239,0.838,27.708,-19.693,87.632,-30.982,92.949
24.0,4.0,38.1,3.343,0.726,27.642,-19.675,87.545,-31.877,93.168
25.0,4.0,37.7,3.47,0.527,28.171,-19.48,87.431,-32.667,93.334
26.0,4.0,37.7,3.426,0.38,28.343,-20.008,87.399,-33.584,93.63
27.0,4.0,37.6,3.382,0.233,28.514,-20.536,87.367,-34.502,93.933
28.0,4.0,37.7,3.247,0.093,28.678,-20.984,87.336,-35.37,94.226
29.0,4.1,37.8,3.043,-0.086,28.978,-21.16,87.282,-36.162,94.477
30.0,4.1,37.7,2.878,-0.395,29.7,-20.761,87.166,-36.868,94.642
31.0,4.1,37.5,2.719,-0.619,30.546,-21.821,87.147,-37.674,94.942
32.0,4.1,37.2,2.599,-0.848,30.982,-22.066,87.15,-38.508,95.278
33.0,4.2,36.9,2.406,-0.963,31.142,-22.038,87.102,-39.327,95.568
34.0,4.2,36.4,2.103,-0.931,31.159,-22.079,86.98,-40.112,95.784
35.0,4.2,36.0,1.801,-0.898,31.176,-22.12,86.858,-40.898,96.005
36.0,4.3,35.6,1.339,-0.963,30.915,-22.884,86.804,-41.61,96.262
37.0,4.3,35.2,0.866,-1.197,30.571,-23.744,86.747,-42.309,96.515
38.0,4.3,35.0,0.397,-1.593,30.33,-24.642,86.689,-43.016,96.775
39.0,4.3,34.9,-0.104,-2.109,30.759,-25.809,86.686,-43.763,97.106
40.0,4.3,34.8,-0.603,-2.624,31.187,-26.973,86.683,-44.508,97.442
41.0,4.3,34.8,-1.127,-3.11,31.442,-27.838,86.674,-45.244,97.773
42.0,4.4,34.9,-1.685,-3.551,31.444,-28.304,86.657,-45.97,98.096
43.0,4.4,34.9,-2.265,-3.846,31.001,-28.833,86.616,-46.688,98.398
44.0,4.4,34.8,-2.834,-4.107,30.871,-29.158,86.624,-47.325,98.709
45.0,4.4,34.7,-3.379,-4.327,30.878,-29.352,86.647,-47.966,99.038
46.0,4.4,34.3,-3.87,-4.478,30.773,-29.488,86.631,-48.759,99.411
47.0,4.4,34.0,-4.258,-4.741,30.289,-29.932,86.659,-49.43,99.765
48.0,4.4,33.7,-4.569,-4.991,29.903,-30.381,86.7,-50.12,100.145
49.0,4.3,33.4,-4.802,-5.198,29.729,-30.762,86.747,-50.863,100.559
50.0,4.3,33.3,-4.949,-5.422,29.148,-30.797,86.744,-51.453,100.856
51.0,4.3,33.0,-5.001,-5.525,28.979,-30.8,86.748,-52.075,101.178
52.0,4.3,32.7,-4.971,-5.524,29.021,-30.684,86.758,-52.699,101.509
53.0,4.3,32.5,-4.869,-5.429,28.646,-30.085,86.768,-53.223,101.791
54.0,4.3,32.3,-4.721,-5.265,28.814,-30.185,86.741,-53.702,102.019
55.0,4.3,32.2,-4.577,-5.082,29.158,-30.305,86.719,-54.206,102.267
56.0,4.3,32.2,-4.488,-4.915,29.44,-29.85,86.741,-54.812,102.608
57.0,4.3,32.4,-4.482,-4.744,29.679,-29.978,86.773,-55.365,102.932
58.0,4.2,32.5,-4.439,-4.591,30.015,-30.122,86.788,-55.859,103.211
59.0,4.2,32.5,-4.314,-4.467,30.515,-30.127,86.773,-56.278,103.425
60.0,4.2,32.3,-4.117,-4.463,30.97,-30.217,86.839,-56.83,103.782
61.0,4.2,32.1,-3.903,-4.396,31.27,-30.332,86.861,-57.345,104.083
62.0,4.2,31.9,-3.676,-4.247,31.397,-30.469,86.83,-57.805,104.312
63.0,4.2,31.6,-3.45,-4.098,31.524,-30.605,86.799,-58.265,104.542
64.0,4.2,30.9,-3.246,-3.95,31.72,-30.741,86.829,-58.705,104.813
65.0,4.2,29.6,-3.067,-3.802,31.982,-30.857,86.918,-59.126,105.122
66.0,4.1,29.1,-3.01,-3.693,32.273,-30.06,86.915,-59.607,105.391
67.0,4.1,28.9,-2.959,-3.723,32.62,-29.744,86.98,-60.06,105.701
68.0,4.1,28.8,-2.912,-3.876,33.019,-29.856,87.101,-60.489,106.045
69.0,4.1,28.8,-2.792,-4.029,33.491,-29.967,87.058,-60.94,106.267
70.0,4.1,28.8,-2.658,-4.181,33.717,-30.077,87.028,-61.365,106.487
71.0,4.1,28.9,-2.512,-4.334,33.706,-30.188,87.009,-61.768,106.705
72.0,4.1,28.9,-2.404,-4.488,33.543,-30.301,87.014,-62.177,106.946
73.0,4.0,29.0,-2.417,-4.646,33.503,-30.415,86.953,-62.476,107.07
74.0,4.0,29.3,-2.549,-4.8,33.586,-30.531,86.835,-62.676,107.091
75.0,4.0,29.2,-2.675,-4.858,33.665,-30.644,86.85,-63.004,107.296
76.0,4.0,29.1,-2.802,-4.917,33.745,-30.757,86.866,-63.331,107.502
77.0,4.0,29.0,-2.929,-4.975,33.825,-30.87,86.882,-63.659,107.708
78.0,3.9,29.0,-3.055,-5.034,33.904,-30.983,86.897,-63.987,107.914
79.0,3.9,28.6,-3.467,-5.093,34.008,-31.098,86.934,-64.419,108.201
80.0,3.9,28.1,-4.118,-5.14,34.14,-31.167,86.986,-64.931,108.548
81.0,3.8,28.0,-4.858,-5.041,34.372,-30.679,86.999,-65.383,108.829
82.0,3.8,27.9,-5.597,-4.988,34.603,-30.172,87.098,-65.875,109.205
83.0,3.8,27.8,-6.294,-4.969,34.812,-29.651,87.238,-66.356,109.606
84.0,3.8,27.5,-6.348,-4.951,34.674,-29.131,86.981,-66.136,109.269
85.0,3.7,27.4,-6.402,-5.223,34.538,-29.007,87.028,-66.403,109.468
86.0,3.7,27.5,-6.456,-5.735,34.403,-29.211,87.326,-67.071,110.11
87.0,3.7,27.7,-6.509,-6.247,34.267,-29.415,87.624,-67.738,110.754
88.0,3.7,27.5,-6.424,-6.762,34.052,-29.62,87.654,-68.087,110.991
89.0,3.6,27.0,-6.184,-7.279,33.749,-29.826,87.387,-68.082,110.778
90.0,3.6,26.9,-5.895,-7.43,33.909,-30.118,87.476,-68.28,110.97
91.0,3.6,26.5,-5.606,-7.389,34.092,-30.283,87.508,-68.459,111.105
92.0,3.5,25.7,-5.319,-7.107,34.273,-30.266,87.436,-68.597,111.134
93.0,3.5,25.3,-4.905,-6.822,34.438,-30.248,87.501,-68.884,111.362
94.0,3.4,25.1,-4.552,-6.47,34.666,-30.052,87.572,-69.155,111.585
95.0,3.4,25.2,-4.374,-5.97,35.037,-29.469,87.608,-69.338,111.727
96.0,3.4,25.2,-4.197,-5.674,35.405,-29.212,87.608,-69.645,111.918
97.0,3.3,25.2,-4.021,-5.44,35.772,-29.054,87.598,-69.989,112.125
98.0,3.3,25.3,-3.844,-5.207,36.14,-28.897,87.587,-70.334,112.332
99.0,3.2,25.3,-3.901,-4.973,36.089,-28.739,87.577,-70.41,112.372
100.0,3.1,25.5,-4.089,-4.757,35.803,-28.563,87.576,-70.382,112.353
101.0,3.1,25.7,-4.273,-4.745,35.521,-28.201,87.667,-70.882,112.738
102.0,3.1,25.9,-4.457,-4.734,35.24,-27.838,87.759,-71.381,113.123
103.0,3.0,26.1,-4.642,-4.722,34.959,-27.476,87.85,-71.88,113.509
104.0,2.9,26.0,-4.895,-4.71,34.366,-27.1,87.722,-71.619,113.246
105.0,2.8,25.9,-5.15,-4.866,33.753,-26.516,87.671,-71.607,113.2
106.0,2.8,25.8,-5.395,-5.298,33.163,-25.593,87.783,-72.132,113.619
107.0,2.7,25.7,-5.641,-5.729,32.573,-24.67,87.895,-72.657,114.039
108.0,2.7,25.7,-5.898,-6.166,31.945,-23.738,87.948,-73.004,114.301
109.0,2.6,26.2,-6.224,-6.631,31.095,-22.743,87.651,-72.271,113.604
110.0,2.5,26.2,-6.525,-7.175,30.308,-21.525,87.732,-72.678,113.926
111.0,2.4,26.1,-6.813,-7.762,29.556,-20.18,88.025,-73.725,114.822
112.0,2.3,26.2,-7.274,-8.383,28.077,-18.76,88.068,-74.144,115.125
113.0,2.2,26.2,-7.685,-9.003,26.684,-17.339,88.118,-74.426,115.345
114.0,2.1,26.2,-7.979,-9.62,25.551,-15.927,88.212,-74.513,115.474
115.0,2.0,26.2,-8.462,-10.24,23.937,-14.51,88.241,-74.762,115.659
116.0,1.9,26.3,-9.023,-10.859,22.154,-13.092,88.271,-75.068,115.882
117.0,1.8,26.3,-9.621,-11.474,20.52,-11.686,88.497,-75.333,116.226
118.0,1.7,26.2,-10.286,-12.09,18.533,-10.275,88.713,-75.501,116.502
119.0,1.6,26.0,-11.021,-12.708,16.173,-8.861,88.919,-75.566,116.704
120.0,1.5,25.6,-11.696,-13.321,14.582,-7.459,89.161,-75.746,117.008
121.0,1.4,24.7,-12.402,-13.943,12.681,-6.035,89.402,-75.933,117.311
122.0,1.2,22.5,-13.232,-14.598,9.437,-4.536,89.62,-76.086,117.567
123.0,1.1,21.3,-13.932,-15.638,6.866,-2.486,90.179,-76.317,118.139
124.0,0.9,20.2,-14.58,-16.841,4.565,-0.286,90.801,-76.556,118.768
125.0,0.8,17.7,-15.224,-18.145,2.276,1.092,90.58,-76.534,118.593
126.0,0.7,15.3,-16.02,-19.433,0.277,2.454,91.332,-76.952,119.439
127.0,0.6,13.2,-17.012,-20.701,-1.341,3.795,93.359,-77.948,121.623
128.0,0.4,10.3,-18.019,-21.089,-2.983,4.741,93.349,-78.761,122.138
129.0,0.3,7.2,-19.195,-21.717,-4.412,5.189,92.547,-79.22,121.826
130.0,0.1,6.0,-22.156,-28.309,-3.434,1.689,90.844,-76.519,118.794
131.0,0.0,4.9,-25.404,-32.329,-2.36,-0.654,89.562,-74.803,116.71
0.0,3.1,0.0,-11.0,-11.0,0.0,0.0,88.094,-17.124,89.743
1.0,3.1,2.4,-11.006,-10.801,2.298,-3.414,88.633,-10.403,89.242
2.0,3.1,5.0,-9.145,-9.451,3.028,-7.117,88.685,-9.429,89.185
3.0,3.2,9.3,-6.567,-7.559,-0.343,-7.185,90.242,-10.124,90.809
4.0,3.2,14.5,-2.625,-4.609,-5.461,-2.995,90.672,-12.953,91.592
5.0,3.2,19.6,0.112,-3.047,-3.557,-6.326,90.424,-14.049,91.509
6.0,3.3,24.7,2.844,-1.487,-1.656,-9.653,90.176,-15.142,91.439
7.0,3.3,29.4,4.229,-0.812,0.738,-13.78,89.895,-15.79,91.272
8.0,3.4,33.2,4.862,-0.393,3.92,-17.55,89.797,-16.809,91.357
9.0,3.4,36.2,5.266,0.243,7.478,-20.095,89.942,-18.526,91.831
10.0,3.4,38.5,4.688,0.402,9.821,-22.163,89.968,-19.663,92.094
11.0,3.4,40.9,4.107,0.562,12.181,-24.245,89.995,-20.808,92.373
12.0,3.5,42.4,3.477,0.517,15.442,-22.527,89.914,-21.795,92.52
13.0,3.5,43.1,2.988,0.547,17.815,-21.788,89.921,-22.866,92.785
14.0,3.5,42.9,2.634,0.622,18.899,-22.658,90.01,-24.026,93.163
15.0,3.6,42.3,2.249,0.442,19.648,-21.978,89.993,-25.066,93.42
16.0,3.6,41.0,2.247,0.254,21.458,-20.87,89.955,-26.024,93.646
17.0,3.6,39.8,2.244,0.067,23.256,-19.769,89.917,-26.976,93.878
18.0,3.7,39.1,2.335,-0.136,25.111,-18.754,89.937,-27.928,94.175
19.0,3.7,38.8,2.514,-0.354,26.704,-17.828,89.939,-28.867,94.459
20.0,3.7,37.8,2.668,-0.571,27.175,-16.909,89.674,-29.759,94.484
21.0,3.7,38.0,2.89,-0.86,28.485,-17.13,89.57,-30.609,94.657
22.0,3.7,38.3,3.118,-1.154,29.851,-17.426,89.477,-31.457,94.846
23.0,3.8,38.7,3.331,-1.385,31.602,-17.601,89.381,-32.324,95.047
24.0,3.8,39.0,3.496,-1.504,33.755,-17.568,89.282,-33.224,95.264
25.0,3.8,39.4,3.393,-1.624,32.713,-17.569,89.196,-34.083,95.486
26.0,3.8,39.6,3.306,-1.812,33.139,-17.751,89.033,-34.887,95.625
27.0,3.8,39.6,3.02,-2.086,32.806,-18.87,88.947,-35.752,95.864
28.0,3.8,39.7,2.536,-2.468,31.794,-20.53,88.961,-36.669,96.223
29.0,3.8,39.7,2.079,-2.997,32.678,-20.816,88.987,-37.495,96.565
30.0,3.8,39.7,1.473,-3.563,32.316,-21.465,88.962,-38.406,96.9
31.0,3.9,39.6,0.91,-4.107,32.467,-23.104,88.932,-39.242,97.207
32.0,3.9,39.4,0.364,-4.554,32.669,-24.896,88.927,-40.06,97.536
33.0,3.9,39.3,-0.233,-4.815,32.022,-25.597,88.98,-40.961,97.957
34.0,3.9,39.1,-0.667,-4.873,32.255,-26.501,88.965,-41.705,98.257
35.0,4.0,38.9,-1.135,-4.826,32.059,-26.609,88.913,-42.442,98.525
36.0,4.0,38.6,-1.563,-4.731,32.015,-26.785,88.827,-43.154,98.757
37.0,4.0,38.4,-1.874,-4.642,32.702,-27.885,88.708,-43.822,98.944
38.0,4.0,38.3,-2.329,-4.707,32.386,-28.856,88.675,-44.616,99.27
39.0,4.0,38.3,-2.793,-4.782,32.009,-29.817,88.648,-45.417,99.608
40.0,4.0,38.3,-3.27,-4.886,31.64,-30.657,88.618,-46.213,99.947
41.0,4.0,38.5,-3.839,-5.191,31.319,-30.703,88.578,-46.982,100.271
42.0,4.0,38.6,-4.414,-5.583,31.107,-31.369,88.529,-47.722,100.576
43.0,4.0,38.8,-4.989,-6.045,30.881,-32.077,88.506,-48.492,100.923
44.0,4.0,39.0,-5.561,-6.597,30.514,-32.28,88.554,-49.364,101.386
45.0,4.0,39.2,-6.002,-7.136,29.961,-31.494,88.655,-50.138,101.854
46.0,4.0,39.2,-6.348,-7.665,29.105,-30.763,88.74,-50.892,102.3
47.0,4.0,39.0,-6.593,-8.184,27.868,-30.343,88.787,-51.641,102.715
48.0,4.0,38.4,-6.664,-8.568,27.385,-29.399,88.852,-52.25,103.079
49.0,3.9,37.8,-6.728,-8.947,26.933,-28.434,88.918,-52.854,103.443
50.0,3.9,37.1,-6.785,-9.315,26.503,-27.488,88.98,-53.453,103.804
51.0,3.9,36.2,-6.648,-9.406,26.679,-27.044,88.966,-53.9,104.022
52.0,3.9,35.5,-6.423,-9.415,26.93,-26.676,88.983,-54.453,104.324
53.0,3.9,34.8,-6.129,-9.361,27.239,-26.367,89.024,-55.088,104.692
54.0,3.9,34.2,-5.835,-9.306,27.549,-26.058,89.065,-55.724,105.064
55.0,3.8,33.7,-5.576,-8.923,27.87,-25.767,89.086,-56.221,105.347
56.0,3.8,33.4,-5.338,-8.336,28.198,-25.488,89.096,-56.631,105.575
57.0,3.8,33.0,-5.101,-7.748,28.526,-25.209,89.107,-57.041,105.803
58.0,3.8,32.6,-4.913,-6.997,29.572,-24.922,89.041,-57.372,105.927
59.0,3.8,32.2,-4.746,-6.169,31.071,-24.73,88.936,-57.682,106.007
60.0,3.8,31.9,-4.527,-5.469,32.737,-25.204,88.862,-58.167,106.21
61.0,3.8,31.7,-4.434,-4.836,33.318,-26.056,88.848,-58.613,106.444
62.0,3.7,31.6,-4.414,-4.29,33.349,-27.001,88.871,-59.055,106.707
63.0,3.7,31.6,-4.378,-4.105,34.146,-26.931,88.905,-59.631,107.054
64.0,3.7,31.6,-4.399,-4.155,34.645,-27.008,88.868,-60.135,107.305
65.0,3.7,31.6,-4.46,-4.387,34.887,-27.247,88.794,-60.593,107.504
66.0,3.7,31.4,-4.555,-4.905,34.431,-28.236,88.851,-61.08,107.826
67.0,3.7,31.2,-4.65,-5.423,33.975,-29.224,88.907,-61.566,108.149
68.0,3.7,31.0,-4.746,-5.941,33.519,-30.212,88.964,-62.053,108.473
69.0,3.7,30.7,-4.862,-6.234,32.886,-30.871,88.997,-62.361,108.677
70.0,3.6,30.4,-5.015,-6.483,32.421,-31.37,89.03,-62.709,108.903
71.0,3.6,30.2,-5.211,-6.679,32.16,-31.675,89.062,-63.105,109.158
72.0,3.6,30.0,-5.412,-6.879,31.893,-31.988,89.096,-63.51,109.42
73.0,3.6,29.8,-5.613,-7.081,31.625,-32.302,89.129,-63.916,109.683
74.0,3.5,29.7,-5.815,-7.283,31.356,-32.616,89.163,-64.323,109.948
75.0,3.5,29.5,-6.017,-7.484,31.088,-32.93,89.196,-64.73,110.213
76.0,3.5,29.3,-6.218,-7.685,30.819,-33.244,89.23,-65.136,110.48
77.0,3.5,29.1,-6.42,-7.887,30.551,-33.558,89.263,-65.543,110.747
78.0,3.5,29.0,-6.687,-7.888,30.641,-33.382,89.306,-65.925,111.007
79.0,3.4,28.9,-6.969,-7.841,30.818,-33.087,89.351,-66.301,111.266
80.0,3.4,28.8,-7.252,-7.793,30.995,-32.793,89.395,-66.677,111.526
81.0,3.4,28.7,-7.534,-7.746,31.172,-32.498,89.44,-67.053,111.787
82.0,3.4,28.6,-7.817,-7.699,31.348,-32.203,89.484,-67.428,112.048
83.0,3.3,28.5,-8.099,-7.651,31.525,-31.909,89.529,-67.804,112.31
84.0,3.3,28.4,-8.249,-7.617,31.566,-31.33,89.595,-68.144,112.567
85.0,3.3,28.2,-8.304,-7.598,31.548,-30.607,89.672,-68.459,112.82
86.0,3.2,28.0,-8.144,-7.684,32.013,-30.492,89.716,-68.73,113.02
